measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS1526,CNS013,clinical,human,patient_cohort,meninges,intrathecal,100,mg,median 181.71wk (305.35 participant-years),neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,aseptic_meningitis,1.9,pct_incidence,increase,2 of 104 over the whole VALOR + open-label-extension exposure; no placebo comparator beyond VALOR week 28,2,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, 'Serious neurologic events' rows",summary_stat,"[clinical_programs] grade_provisional. FINAL integrated VALOR (NCT02623699) plus open-label extension (NCT03070119) analysis; N=104 of the 108 VALOR participants received at least one dose of tofersen 100 mg; the extension completed August 2024 with a median follow-up opportunity of 4.9 years. Overall 9 participants reported 10 serious neurological adverse events: 'These events were manageable with local standard of care and resolved. One myelitis event and 1 chemical meningitis event led to treatment discontinuation.' Per the table footnote, papilledema includes the preferred term 'intracranial pressure increased', myelitis includes 'myelitis transverse', and aseptic meningitis includes 'meningitis chemical' and 'meningitis aseptic'. DIFFERENT DATA CUT AND DIFFERENT POPULATION from the 147-participant Muscle & Nerve rows - the two sets are not additive. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1527,CNS013,clinical,human,patient_cohort,spinal_cord,intrathecal,100,mg,median 181.71wk (305.35 participant-years),neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,myelitis,3.9,pct_incidence,increase,4 of 104 over the whole VALOR + open-label-extension exposure; no placebo comparator beyond VALOR week 28,2,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, 'Serious neurologic events' rows",summary_stat,"[clinical_programs] grade_provisional. FINAL integrated VALOR (NCT02623699) plus open-label extension (NCT03070119) analysis; N=104 of the 108 VALOR participants received at least one dose of tofersen 100 mg; the extension completed August 2024 with a median follow-up opportunity of 4.9 years. Overall 9 participants reported 10 serious neurological adverse events: 'These events were manageable with local standard of care and resolved. One myelitis event and 1 chemical meningitis event led to treatment discontinuation.' Per the table footnote, papilledema includes the preferred term 'intracranial pressure increased', myelitis includes 'myelitis transverse', and aseptic meningitis includes 'meningitis chemical' and 'meningitis aseptic'. DIFFERENT DATA CUT AND DIFFERENT POPULATION from the 147-participant Muscle & Nerve rows - the two sets are not additive. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1529,CNS013,clinical,human,patient_cohort,DRG,intrathecal,100,mg,median 181.71wk (305.35 participant-years),neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,radiculitis,1.0,pct_incidence,increase,1 of 104 over the whole VALOR + open-label-extension exposure; no placebo comparator beyond VALOR week 28,2,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, 'Serious neurologic events' rows",summary_stat,"[clinical_programs] grade_provisional. FINAL integrated VALOR (NCT02623699) plus open-label extension (NCT03070119) analysis; N=104 of the 108 VALOR participants received at least one dose of tofersen 100 mg; the extension completed August 2024 with a median follow-up opportunity of 4.9 years. Overall 9 participants reported 10 serious neurological adverse events: 'These events were manageable with local standard of care and resolved. One myelitis event and 1 chemical meningitis event led to treatment discontinuation.' Per the table footnote, papilledema includes the preferred term 'intracranial pressure increased', myelitis includes 'myelitis transverse', and aseptic meningitis includes 'meningitis chemical' and 'meningitis aseptic'. DIFFERENT DATA CUT AND DIFFERENT POPULATION from the 147-participant Muscle & Nerve rows - the two sets are not additive. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1530,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk (305.35 participant-years),neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,serious_neurologic_adverse_event,8.7,pct_incidence,increase,9 of 104 over the whole VALOR + open-label-extension exposure; no placebo comparator beyond VALOR week 28,2,reversible,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, 'Serious neurologic events' rows",summary_stat,"[clinical_programs] grade_provisional. FINAL integrated VALOR (NCT02623699) plus open-label extension (NCT03070119) analysis; N=104 of the 108 VALOR participants received at least one dose of tofersen 100 mg; the extension completed August 2024 with a median follow-up opportunity of 4.9 years. Overall 9 participants reported 10 serious neurological adverse events: 'These events were manageable with local standard of care and resolved. One myelitis event and 1 chemical meningitis event led to treatment discontinuation.' Per the table footnote, papilledema includes the preferred term 'intracranial pressure increased', myelitis includes 'myelitis transverse', and aseptic meningitis includes 'meningitis chemical' and 'meningitis aseptic'. DIFFERENT DATA CUT AND DIFFERENT POPULATION from the 147-participant Muscle & Nerve rows - the two sets are not additive. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1531,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,AE_leading_to_discontinuation,26.9,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,2,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 28 of 104. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1532,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,CSF_protein_increased_AE,26.9,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,1,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 28 of 104. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1533,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,any_adverse_event,99.0,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,1,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 103 of 104. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1534,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,headache,60.6,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,1,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 63 of 104, the single commonest adverse event. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1535,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,post_lumbar_puncture_syndrome,25.0,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,1,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 26 of 104. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1536,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,serious_AE_related_to_trial_agent,9.6,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,2,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 10 of 104. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1537,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,median 181.71wk,clinical_neuro_ae,medium,clinical_neuro_outcome,serious_adverse_event,55.8,pct_incidence,increase,no placebo comparator in the integrated dataset - all participants eventually received tofersen,1,TBD,TRUE,CP_MILLER2026_JAMANEUROL,doi:10.1001/jamaneurol.2025.4946,"Table 3, Summary of Adverse Events",summary_stat,"[clinical_programs] grade_provisional. 58 of 104; dominated by events intrinsic to ALS progression - respiratory failure 12.5%, aspiration pneumonia 11.5%, acute respiratory failure 7.7%, dysphagia 7.7%. Within VALOR itself the events occurring in at least 5% of tofersen-treated patients and at more than 5% higher frequency than placebo were: pain, back pain, pain in extremity, fatigue, arthralgia, CSF white blood cell increased, pleocytosis, myalgia, CSF protein increased, musculoskeletal stiffness and neuralgia - four of those eleven are CNS/CSF terms. 22 of 104 (21.2%) had a fatal-outcome event, consistent with the natural history of ALS. ;; source_ref_as_cited=PMID:41661214; doi:10.1001/jamaneurol.2025.4946"
CMS1538,CNS013,clinical,human,patient_cohort,meninges,intrathecal,100,mg,312.56 participant-years cumulative to the 15 Jul 2022 data cut,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,aseptic_meningitis,1.4,pct_incidence,increase,1.4pct (2 of 147) on tofersen 100 mg vs 0 events on placebo,2,reversible,TRUE,CP_LOVETT2025_MUSNERVE,doi:10.1002/mus.28372,Results section and Table 1 (Summary of Participant Narratives),summary_stat,"[clinical_programs] grade_provisional. Pooled multiple-ascending-dose + VALOR + open-label-extension population, 147 participants exposed to at least one 100 mg dose. Both assessed as tofersen-related. CSF WBC 144-317 cells/uL and CSF protein 95-185 mg/dL, after 5-7 doses. Treated with empiric antibiotics and antivirals, methylprednisolone and analgesics. One participant continued tofersen and one discontinued. ;; VERIFIED[REFUTED] readout_value is 3.1 pct_incidence. The paper reports 1.4% (2/147). The row's own effect_vs_control field says '2 of 147', which is 1.36% - so the row contradicts itself. The string '3.1' does not appear anywhere in the article; the only pe ;; corrected(effect_vs_control:2 of 147 on tofersen 100 mg vs 0 events on placebo->1.4pct (2 of 147) on tofersen 100 mg vs 0 events on placebo) ;; source_ref_as_cited=PMID:40017137; doi:10.1002/mus.28372"
CMS1539,CNS013,clinical,human,patient_cohort,spinal_cord,intrathecal,100,mg,312.56 participant-years cumulative to the 15 Jul 2022 data cut,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,myelitis,2.7,pct_incidence,increase,4 of 147 on tofersen 100 mg vs 0 events on placebo,2,reversible,TRUE,CP_LOVETT2025_MUSNERVE,doi:10.1002/mus.28372,Results section and Table 1 (Summary of Participant Narratives),summary_stat,"[clinical_programs] grade_provisional. Pooled multiple-ascending-dose + VALOR + open-label-extension population, 147 participants exposed to at least one 100 mg dose. Three of the four were assessed as related to tofersen by the investigator. CSF WBC 21-44 cells/uL and CSF protein 58-150 mg/dL at the event, after 5-15 doses. Treated variously with intravenous methylprednisolone with an oral steroid taper, plasma exchange, mycophenolate mofetil and TNF-alpha monoclonal antibody therapy. Action with tofersen varied: continued without interruption, interrupted until resolution, or discontinued. Two of the four participants were asymptomatic and the myelitis was found only on imaging done for other reasons. ;; source_ref_as_cited=PMID:40017137; doi:10.1002/mus.28372"
CMS1541,CNS013,clinical,human,patient_cohort,DRG,intrathecal,100,mg,312.56 participant-years cumulative to the 15 Jul 2022 data cut,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,radiculitis,1.4,pct_incidence,increase,2 of 147 on tofersen 100 mg vs 0 events on placebo,2,reversible,TRUE,CP_LOVETT2025_MUSNERVE,doi:10.1002/mus.28372,Results section and Table 1 (Summary of Participant Narratives),summary_stat,"[clinical_programs] grade_provisional. Pooled multiple-ascending-dose + VALOR + open-label-extension population, 147 participants exposed to at least one 100 mg dose. Both assessed as tofersen-related. CSF WBC 9-16 cells/uL and CSF protein 131-200 mg/dL, after 1 and 24 doses respectively. Managed with NSAIDs or other analgesics; BOTH participants continued tofersen without interruption. ;; source_ref_as_cited=PMID:40017137; doi:10.1002/mus.28372"
CMS1542,CNS013,clinical,human,patient_cohort,NA,intrathecal,100,mg,312.56 participant-years cumulative to the 15 Jul 2022 data cut,neuroinflammation,high_chronic_neurotox,clinical_neuro_outcome,serious_neurologic_adverse_event,6.8,pct_incidence,increase,10 of 147 on tofersen 100 mg vs 0 events on placebo,2,reversible,TRUE,CP_LOVETT2025_MUSNERVE,doi:10.1002/mus.28372,Results section and Table 1 (Summary of Participant Narratives),summary_stat,"[clinical_programs] grade_provisional. Pooled multiple-ascending-dose + VALOR + open-label-extension population, 147 participants exposed to at least one 100 mg dose. Ten participants (approximately 7% of tofersen 100 mg-treated participants) experienced a total of 12 serious neurologic adverse events: 4 myelitis, 2 radiculitis, 2 aseptic meningitis and 4 intracranial hypertension and/or papilledema. NO SIMILAR EVENTS WERE EXPERIENCED BY PARTICIPANTS RECEIVING PLACEBO. All events but one resolved - spontaneously, with dosing interruption or modification, or with concomitant therapy; one was ongoing but improved as of December 2022. Three events led to tofersen discontinuation; all other participants remained on treatment. No event was life-threatening or fatal. Graded 2 (clinically significant but manageable and resolving). ;; source_ref_as_cited=PMID:40017137; doi:10.1002/mus.28372"
CMS1543,CNS013,clinical,human,patient_cohort,CSF,intrathecal,100,mg,to the 15 Jul 2022 data cut,neuroinflammation,high_chronic_neurotox,injury_biomarker,CSF_WBC,79.6,pct_incidence,increase,79.6pct of 147 tofersen-treated had at least one CSF WBC value >10 cells/uL,1,reversible,TRUE,CP_LOVETT2025_MUSNERVE,doi:10.1002/mus.28372,"Results, paragraph beginning 'Tofersen administration was commonly associated with pleocytosis'",summary_stat,"[clinical_programs] grade_provisional. Pleocytosis is near-universal on tofersen but usually asymptomatic: the majority of these CSF abnormalities were not reported as adverse events by the investigator, and NONE of the reported CSF adverse events led to study-drug discontinuation or withdrawal. Graded 1 (mild pleocytosis, no neuronal loss, no persisting deficit). The paper states explicitly that these CSF findings are NOT predictive of the development of a serious neurologic adverse event, and that review of SOD1 variants showed no predisposition. ;; source_ref_as_cited=PMID:40017137; doi:10.1002/mus.28372"
