measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR414,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,106.66,pct_of_saline,increase,+7%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 106.66 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR415,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,110.21,pct_of_saline,increase,+10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 110.21 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR416,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,104.98,pct_of_saline,increase,+5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.98 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR417,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,106.47,pct_of_saline,increase,+6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 106.47 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR418,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,90.28,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 90.28 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR419,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,96.98,pct_of_saline,decrease,-3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 96.98 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR420,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,43.07,pct_of_saline,decrease,-57%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 43.07 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR421,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 6,viability,ATP,87.8,pct_of_saline,decrease,-12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 87.8 % of control -> grade 0; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR422,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,3,uM,day 9,viability,ATP,77.94,pct_of_saline,decrease,-22%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 77.94 % of control -> grade 1; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR423,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,viability,ATP,79.97,pct_of_saline,decrease,-20%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 79.97 % of control -> grade 1; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR424,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,69.91,pct_of_saline,decrease,-30%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 69.91 % of control -> grade 2; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR425,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,viability,ATP,72.33,pct_of_saline,decrease,-28%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 72.33 % of control -> grade 1; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR426,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,52.34,pct_of_saline,decrease,-48%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 52.34 % of control -> grade 2; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR427,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,viability,ATP,54.8,pct_of_saline,decrease,-45%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 54.8 % of control -> grade 2; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR428,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,38.39,pct_of_saline,decrease,-62%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 14,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 38.39 % of control -> grade 3; patent's own in-vivo grade for this compound: Sever tox; condition: PTEC-TERT1"
MSR429,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,1.23,uM,day 9,viability,ATP,100.0,pct_of_saline,no_change,+0%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 100.0 % of control -> grade 0; condition: primary human PTEC"
MSR430,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3.7,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; condition: primary human PTEC"
MSR431,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,11.11,uM,day 9,viability,ATP,103.0,pct_of_saline,increase,+3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 103.0 % of control -> grade 0; condition: primary human PTEC"
MSR432,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,33.33,uM,day 9,viability,ATP,104.0,pct_of_saline,increase,+4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.0 % of control -> grade 0; condition: primary human PTEC"
MSR433,OLG045,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,104.0,pct_of_saline,increase,+4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.0 % of control -> grade 0; condition: primary human PTEC"
MSR434,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,1.23,uM,day 9,viability,ATP,99.57,pct_of_saline,decrease,-0%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 99.57 % of control -> grade 0; condition: primary human PTEC"
MSR435,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3.7,uM,day 9,viability,ATP,103.27,pct_of_saline,increase,+3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 103.27 % of control -> grade 0; condition: primary human PTEC"
MSR436,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,11.11,uM,day 9,viability,ATP,102.67,pct_of_saline,increase,+3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 102.67 % of control -> grade 0; condition: primary human PTEC"
MSR437,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,33.33,uM,day 9,viability,ATP,97.93,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 97.93 % of control -> grade 0; condition: primary human PTEC"
MSR438,OLG047,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,73.55,pct_of_saline,decrease,-26%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 73.55 % of control -> grade 1; condition: primary human PTEC"
MSR439,OLG048,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,1.23,uM,day 9,viability,ATP,97.45,pct_of_saline,decrease,-3%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 97.45 % of control -> grade 0; condition: primary human PTEC"
MSR440,OLG048,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,3.7,uM,day 9,viability,ATP,98.15,pct_of_saline,decrease,-2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 98.15 % of control -> grade 0; condition: primary human PTEC"
MSR441,OLG048,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,11.11,uM,day 9,viability,ATP,93.61,pct_of_saline,decrease,-6%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 93.61 % of control -> grade 0; condition: primary human PTEC"
MSR442,OLG048,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,33.33,uM,day 9,viability,ATP,83.48,pct_of_saline,decrease,-17%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 83.48 % of control -> grade 1; condition: primary human PTEC"
MSR443,OLG048,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,50.26,pct_of_saline,decrease,-50%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 15,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 50.26 % of control -> grade 2; condition: primary human PTEC"
MSR444,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,338.0,pct_of_saline,increase,+238%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 338.0 % of control -> grade 2"
MSR445,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,134.0,pct_of_saline,increase,+34%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 134.0 % of control -> grade 0"
MSR446,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0"
MSR447,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,2445.0,pct_of_saline,increase,+2345%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 2445.0 % of control -> grade 3"
MSR448,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,157.0,pct_of_saline,increase,+57%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 157.0 % of control -> grade 1"
MSR449,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,95.0,pct_of_saline,decrease,-5%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 95.0 % of control -> grade 0"
MSR450,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,300,uM,day 6,functional,EGF_supernatant,2980.0,pct_of_saline,increase,+2880%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 2980.0 % of control -> grade 3"
MSR451,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,300,uM,day 6,injury_biomarker,KIM-1_protein,157.0,pct_of_saline,increase,+57%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 157.0 % of control -> grade 1"
MSR452,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,300,uM,day 9,viability,ATP,51.0,pct_of_saline,decrease,-49%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 51.0 % of control -> grade 2"
MSR453,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,400,uM,day 6,functional,EGF_supernatant,3484.0,pct_of_saline,increase,+3384%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 3484.0 % of control -> grade 3"
MSR454,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,400,uM,day 6,injury_biomarker,KIM-1_protein,147.0,pct_of_saline,increase,+47%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 147.0 % of control -> grade 0"
MSR455,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,400,uM,day 9,viability,ATP,41.0,pct_of_saline,decrease,-59%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 41.0 % of control -> grade 3"
MSR456,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,500,uM,day 6,functional,EGF_supernatant,5431.0,pct_of_saline,increase,+5331%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 5431.0 % of control -> grade 3"
MSR457,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,500,uM,day 6,injury_biomarker,KIM-1_protein,125.0,pct_of_saline,increase,+25%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 125.0 % of control -> grade 0"
MSR458,OLG065,in_vitro,human,primary_human_PTEC,proximal_tubule,gymnotic_free_uptake,500,uM,day 9,viability,ATP,28.0,pct_of_saline,decrease,-72%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 17,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 28.0 % of control -> grade 3"
MSR459,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,111.0,pct_of_saline,increase,+11%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 111.0 % of control -> grade 0; condition: PTEC-TERT1"
MSR460,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,199.0,pct_of_saline,increase,+99%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 199.0 % of control -> grade 1; condition: PTEC-TERT1"
MSR461,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,104.0,pct_of_saline,increase,+4%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 104.0 % of control -> grade 0; condition: PTEC-TERT1"
MSR462,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,125.0,pct_of_saline,increase,+25%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 125.0 % of control -> grade 0; condition: PTEC-TERT1"
MSR463,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,273.0,pct_of_saline,increase,+173%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 273.0 % of control -> grade 2; condition: PTEC-TERT1"
MSR464,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,102.0,pct_of_saline,increase,+2%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 102.0 % of control -> grade 0; condition: PTEC-TERT1"
MSR465,OLG065,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,300,uM,day 6,functional,EGF_supernatant,205.0,pct_of_saline,increase,+105%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 18,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 205.0 % of control -> grade 2; condition: PTEC-TERT1"
